CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM
1082	209	1587	126818	Amino Acid	Leucine, Isoleucine and Valine Metabolism	341	NAMED	WXNXCEHXYPACJF-ZETCQYMHSA-N	O=C(O)[C@H](CC(C)C)NC(C)=O	N-acetylleucine	N-acetylleucine	1188-21-2	64075	HMDB0011756	C02710	70912	Neg
1083	209	1589	124587	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	441	NAMED	XUYPXLNMDZIRQH-LURJTMIESA-N	O=C(O)[C@H](CCSC)NC(C)=O	N-acetylmethionine	N-acetylmethionine	65-82-7	395338	HMDB0011745	C02712	448580	Neg
1084	209	1591	124807	Amino Acid	Leucine, Isoleucine and Valine Metabolism	422	NAMED	IHYJTAOFMMMOPX-LURJTMIESA-N	O=C(O)[C@@H](NC(C)=O)C(C)C	N-acetylvaline	N-acetylvaline	96-81-1	60154	HMDB0011757		66789	Neg
1099	209	1573	124583	Nucleotide	Purine Metabolism, Guanine containing	4201	NAMED	NYHBQMYGNKIUIF-UUOKFMHZSA-N	O=C1C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)=C2N=C(N)N1	guanosine	guanosine	118-00-3	6544	HMDB0000133	C00387	6802	Neg
1102	209	2734	123231	Peptide	Gamma-glutamyl Amino Acid	661	NAMED	VVLXCWVSSLFQDS-QWRGUYRKSA-N	OC(C=C1)=CC=C1C[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O	gamma-glutamyltyrosine	gamma-glutamyltyrosine	7432-23-7	85142	HMDB0011741		94340	Neg
1105	402	1561	164189	Cofactors and Vitamins	Tocopherol Metabolism	4380	NAMED	GVJHHUAWPYXKBD-IEOSBIPESA-N	CC1=C2C(O[C@@](CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)C)(C)CC2)=C(C)C(C)=C1O	alpha-tocopherol	alpha-tocopherol	10191-41-0,59-02-9	14265	HMDB0001893	C02477	86472	Pos Late
1107	400	1586	155420	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	462	NAMED	PWKSKIMOESPYIA-BYPYZUCNSA-N	OC([C@H](CS)NC(C)=O)=O	N-acetylcysteine	N-acetylcysteine	616-91-1	11540	HMDB0001890	C06809	12035	Pos Early
1110	305	1585	147717	Amino Acid	Alanine and Aspartate Metabolism	31	NAMED	KTHDTJVBEPMMGL-VKHMYHEASA-N	O=C(O)[C@@H](NC(C)=O)C	N-acetylalanine	N-acetylalanine	97-69-8	79449	HMDB0000766	C02847	88064	Polar
1124	209	1564	124575	Energy	TCA Cycle	1456	NAMED	KRKNYBCHXYNGOX-UHFFFAOYSA-N	OC(CC(CC(O)=O)(O)C(O)=O)=O	citrate	citrate	77-92-9	305	HMDB0000094	C00158	311	Neg
1125	209	1559	124573	Nucleotide	Pyrimidine Metabolism, Uracil containing	4250	NAMED	OIVLITBTBDPEFK-UHFFFAOYSA-N	O=C(CCN1)NC1=O	5,6-dihydrouracil	5,6-dihydrouracil	504-07-4	629	HMDB0000076	C00429	649	Neg
1129	400	1576	155413	Amino Acid	Tyrosine Metabolism	197	NAMED	WTDRDQBEARUVNC-LURJTMIESA-N	OC([C@@H](N)CC1=CC=C(O)C(O)=C1)=O	dihydroxyphenylalanine (DOPA)	dihydroxyphenylalanine (DOPA)	63-84-3,59-92-7	5824	HMDB0000181	C00355,D00059	6047	Pos Early
1133	400	1603	155431	Amino Acid	Tyrosine Metabolism	175	NAMED	DZGWFCGJZKJUFP-UHFFFAOYSA-N	OC1=CC=C(CCN)C=C1	tyramine	tyramine	60-19-5	5408	HMDB0000306	C00483	5610	Pos Early
1140	400	2730	155470	Peptide	Gamma-glutamyl Amino Acid	650	NAMED	JBFYFLXEJFQWMU-WDSKDSINSA-N	O=C(N)CC[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O	gamma-glutamylglutamine	gamma-glutamylglutamine	10148-81-9	133013	HMDB0011738	C05283	150914	Pos Early
1141	209	1669	124595	Amino Acid	Tyrosine Metabolism	180	NAMED	KKADPXVIOXHVKN-UHFFFAOYSA-N	OC1=CC=C(CC(C(O)=O)=O)C=C1	4-hydroxyphenylpyruvate	4-hydroxyphenylpyruvate	156-39-8	954	HMDB0000707	C01179	979	Neg
1200	400	32360	155917	Amino Acid	Polyamine Metabolism	561	NAMED	GUNURVWAJRRUAV-UHFFFAOYSA-N	CC(NCCCNCCCCNCCCN)=O	N(1)-acetylspermine	N(1)-acetylspermine	77928-70-2	892	HMDB0001186	C02567	496,916	Pos Early
1207	400	12142	155521	Amino Acid	Phenylalanine Metabolism	159	NAMED	BHHGXPLMPWCGHP-UHFFFAOYSA-N	NCCC1=CC=CC=C1	phenethylamine	phenethylamine	64-04-0	13856352	HMDB0012275	C05332	1001	Pos Early
1221	400	27718	155838	Amino Acid	Creatine Metabolism	536	NAMED	CVSVTCORWBXHQV-UHFFFAOYSA-N	CN(C(N)=N)CC(O)=O	creatine	creatine	57-00-1	566	HMDB0000064	C00300	586	Pos Early
1248	209	12023	124621	Nucleotide	Pyrimidine Metabolism, Thymine containing	4289	NAMED	GYOZYWVXFNDGLU-XLPZGREQSA-N	CC1=CN([C@@]2([H])[C@@]([H])([H])[C@@](O)([H])[C@](COP(O)(O)=O)([H])O2)C(NC1=O)=O	thymidine 5'-monophosphate	TMP	33430-62-5	10239189	HMDB0001227	C00364	9700	Neg
1256	400	15506	155556	Lipid	Phospholipid Metabolism	2249	NAMED	CRBHXDCYXIISFC-UHFFFAOYSA-N	[O-]CC[N+](C)(C)C	choline	choline	67-48-1	149278	HMDB0000097	C00114	305	Pos Early
1258	400	57746	213341	Amino Acid	Tryptophan Metabolism	280	NAMED	RWZYAGGXGHYGMB-UHFFFAOYSA-N	OC(C1=CC=CC=C1N)=O	anthranilate	anthranilate	118-92-3	222	HMDB0001123	C00108	227	Pos Early
1268	400	18369	155662	Peptide	Gamma-glutamyl Amino Acid	654	NAMED	MYFMARDICOWMQP-YUMQZZPRSA-N	CC(C)C[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O	gamma-glutamylleucine	gamma-glutamylleucine	2566-39-4	133115	HMDB0011171		151023	Pos Early
1442	305	12129	147727	Amino Acid	Leucine, Isoleucine and Valine Metabolism	368	NAMED	AXFYFNCPONWUHW-UHFFFAOYSA-N	CC(C)(O)CC(O)=O	beta-hydroxyisovalerate	beta-hydroxyisovalerate	625-08-1	62571	HMDB0000754		69362	Polar
2051	305	15745	146490	Amino Acid	Leucine, Isoleucine and Valine Metabolism	415	NAMED	WXUAQHNMJWJLTG-UHFFFAOYSA-N	CC(C(O)=O)CC(O)=O	methylsuccinate	methylsuccinate	498-21-5	9922	HMDB0001844		10349	Polar
100000007	400	15500	155554	Lipid	Carnitine Metabolism	1949	NAMED	PHIQHXFUZVPYII-ZCFIWIBFSA-N	[O-]C(C[C@@H](O)C[N+](C)(C)C)=O	carnitine	carnitine	461-05-2	10455	HMDB0000062	C00487,C00308	288	Pos Early
100000014	209	15753	124647	Xenobiotics	Benzoate Metabolism	4482	NAMED	QIAFMBKCNZACKA-UHFFFAOYSA-N	O=C(C1=CC=CC=C1)NCC(O)=O	hippurate	hippurate	495-69-2	451	HMDB0000714	C01586	464	Neg
100000039	400	18374	155665	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	446	NAMED	QEFRNWWLZKMPFJ-YGVKFDHGSA-N	O=C(O)[C@@H](N)CCS(C)=O	methionine sulfoxide	methionine sulfoxide	3226-65-1	139840	HMDB0002005	C02989	158980	Pos Early
100000054	400	15685	155573	Amino Acid	Lysine Metabolism	121	NAMED	YSMODUONRAFBET-AKGZTFGVSA-N	N[C@@H](CCC(O)CN)C(O)=O	5-hydroxylysine	5-hydroxylysine	13204-98-3	1002	HMDB0000450	C16741	3032849	Pos Early
100000093	305	35629	145840	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1252	NAMED	GXIURPTVHJPJLF-UHFFFAOYSA-N	OCC(OP(O)(O)=O)C(O)=O	2-phosphoglycerate	2-phosphoglycerate	70195-25-4	13766841	HMDB0000362	C00631	59	Polar
100000096	400	15681	155572	Amino Acid	Guanidino and Acetamido Metabolism	571	NAMED	TUHVEAJXIMEOSA-UHFFFAOYSA-N	N=C(N)NCCCC(O)=O	4-guanidinobutanoate	4-guanidinobutanoate	463-003,463-00-3	486	HMDB0003464	C01035	500	Pos Early
100000115	400	15130	155535	Xenobiotics	Bacterial/Fungal	5344	NAMED	GMKMEZVLHJARHF-RFZPGFLSSA-N	OC([C@H](N)CCC[C@@H](N)C(O)=O)=O	diaminopimelate	diaminopimelate	2577-62-0,1476-39-7	1267353	HMDB0001370	C00680,C0666	439283	Pos Early
100000257	305	15443	146478	Carbohydrate	Aminosugar Metabolism	1423	NAMED	AEMOLEFTQBMNLQ-QIUUJYRFSA-N	O[C@@H]1O[C@H]([C@](O)=O)[C@@H](O)[C@H](O)[C@H]1O	glucuronate	glucuronate	207300-70-7	58552	HMDB0000127	C16245	441478,23677976,94715,65041,444791	Polar
100000258	400	43847	157058	Lipid	Glycerolipid Metabolism	2860	NAMED	AWUCVROLDVIAJX-UHFFFAOYSA-N	O=P(O)(OCC(CO)O)O	glycerol 3-phosphate	glycerol 3-phosphate	29849-82-9	734	HMDB0000126	C0093	754	Pos Early
100000263	400	15716	155583	Amino Acid	Histidine Metabolism	85	NAMED	ACZFBYCNAVEFLC-UHFFFAOYSA-N	OC(C(O)=O)CC1=CN=CN1	imidazole lactate	imidazole lactate	14403-45-3	389128	HMDB0002320	C05568	793	Pos Early
100000265	400	15140	155539	Amino Acid	Tryptophan Metabolism	272	NAMED	YGPSJZOEDVAXAB-QMMMGPOBSA-N	N[C@H](C(O)=O)CC(C1=CC=CC=C1N)=O	kynurenine	kynurenine	2922-83-0	141580	HMDB0000684	C00328	161166	Pos Early
100000269	400	15990	155613	Lipid	Phospholipid Metabolism	2253	NAMED	SUHOQUVVVLNYQR-MRVPVSSYSA-N	O=P(OCC[N+](C)(C)C)([O-])OC[C@H](O)CO	glycerophosphorylcholine (GPC)	glycerophosphorylcholine (GPC)	28319-77-9	571409	HMDB0000086	C00670	71920	Pos Early
100000272	305	15142	145758	Amino Acid	Glycine, Serine and Threonine Metabolism	19	NAMED	AYFVYJQAPQTCCC-HRFVKAFMSA-N	O=C(O)[C@@H](N)[C@H](C)O	allo-threonine	allo-threonine	28954-12-3	89699	HMDB0004041	C05519	99289	Polar
100000282	305	15720	164302	Amino Acid	Glutamate Metabolism	49	NAMED	RFMMMVDNIPUKGG-YFKPBYRVSA-N	O=C(O)CC[C@@H](C(O)=O)NC(C)=O	N-acetylglutamate	N-acetylglutamate	5817-08-3	1266066	HMDB0001138	C00624	70914	Polar
100000406	305	15772	146492	Carbohydrate	Pentose Metabolism	1278	NAMED	HEBKCHPVOIAQTA-ZXFHETKHSA-N	OC[C@@H](O)[C@@H](O)[C@@H](O)CO	ribitol	ribitol	488-81-3	10254628	HMDB0002917,HMDB0001851,HMDB0000568,HMDB0000508	C00379,C01904,C00474,C00532	6912	Polar
100000442	305	18335	146498	Xenobiotics	Food Component/Plant	4926	NAMED	AAWZDTNXLSGCEK-WYWMIBKRSA-N	O[C@@]1([C@](O)(C[C@@](C(O)=O)(C[C@]1(O)[H])O)[H])[H]	quinate	quinate	77-95-2	10246715	HMDB0003072	C00296	6508	Polar
100000463	209	18349	124659	Amino Acid	Tryptophan Metabolism	303	NAMED	XGILAAMKEQUXLS-UHFFFAOYSA-N	OC(C(O)=O)CC1=CNC2=C1C=CC=C2	indolelactate	indolelactate	832-97-3	83867	HMDB0000671	C02043	92904	Neg
100000487	400	18357	155655	Peptide	Dipeptide	844	NAMED	STKYPAFSDFAEPH-LURJTMIESA-N	CC(C)[C@@H](C(O)=O)NC(CN)=O	glycylvaline	glycylvaline	1963-21-9	2006926	HMDB0028854		2724807	Pos Early
100000491	209	33422	126077	Peptide	Gamma-glutamyl Amino Acid	658	NAMED	XHHOHZPNYFQJKL-QWRGUYRKSA-N	O=C(O)[C@H](CC1=CC=CC=C1)NC(CC[C@@H](C(O)=O)N)=O	gamma-glutamylphenylalanine	gamma-glutamylphenylalanine	7432-24-8	99868	HMDB0000594		111299	Neg
100000551	209	22116	124905	Amino Acid	Leucine, Isoleucine and Valine Metabolism	348	NAMED	BKAJNAXTPSGJCU-UHFFFAOYSA-N	CC(C)CC(C(O)=O)=O	4-methyl-2-oxopentanoate	4-methyl-2-oxopentanoate	816-66-0	69	HMDB0000695	C00233	70	Neg
100000706	209	22132	124683	Amino Acid	Leucine, Isoleucine and Valine Metabolism	352	NAMED	LVRFTAZAXQPQHI-UHFFFAOYSA-N	OC(C(CC(C)C)O)=O	alpha-hydroxyisocaproate	alpha-hydroxyisocaproate	10303-64-7	75520	HMDB0000665,HMDB00746,HMDB0000624	C03264	83697,92779,439960	Neg
100000715	400	48114	157704	Amino Acid	Guanidino and Acetamido Metabolism	570	NAMED	CHJJGSNFBQVOTG-UHFFFAOYSA-N	N=C(N)NC	1-methylguanidine	1-methylguanidine	22661-87-6	28576	HMDB0001522	C02294	10111	Pos Early
100000763	400	22119	155786	Nucleotide	Pyrimidine Metabolism, Cytidine containing	4274	NAMED	ZAYHVCMSTBRABG-JXOAFFINSA-N	O[C@H]1[C@@H](O)[C@H](N2C(N=C(N)C(C)=C2)=O)O[C@@H]1CO	5-methylcytidine	5-methylcytidine	2140-61-6	83877	HMDB0000982		92918	Pos Early
100000774	209	22130	124681	Amino Acid	Phenylalanine Metabolism	156	NAMED	VOXXWSYKYCBWHO-UHFFFAOYSA-N	OC(C(O)=O)CC1=CC=CC=C1	phenyllactate (PLA)	phenyllactate (PLA)	828-01-3	3715	HMDB0000779,HMDB0000563	C05607	3848	Neg
100000787	305	22185	147184	Amino Acid	Alanine and Aspartate Metabolism	37	NAMED	OTCCIMWXFLJLIA-BYPYZUCNSA-N	OC([C@@H](NC(C)=O)CC(O)=O)=O	N-acetylaspartate (NAA)	N-acetylaspartate (NAA)	997-55-7,997-55-7	58576	HMDB0000812	C01042	65065	Polar
100000799	400	27536	155825	Xenobiotics	Food Component/Plant	5126	NAMED	PSFDQSOCUJVVGF-UHFFFAOYSA-N	CC1=NC=CC2=C1NC3=C2C=CC=C3	harmane	harmane	486-84-0	4444755	HMDB0035196	C09209	5281404	Pos Early
100000802	400	32198	155890	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Short Chain)	1857	NAMED	RDHQFKQIGNGIED-MRVPVSSYSA-N	C[N+](C)(C)C[C@H](OC(C)=O)CC([O-])=O	acetylcarnitine (C2)	acetylcarnitine (C2)	5080-50-2	5406074	HMDB0000201	C02571	7045767	Pos Early
100000808	305	22176	165753	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	467	NAMED	NOKPBJYHPHHWAN-REOHCLBHSA-N	N[C@H](C(O)=O)CSS(O)(=O)=O	cysteine s-sulfate	cysteine s-sulfate	1637-71-4	102939	HMDB0000731	C05824	115015	Polar
100000827	209	21127	126053	Lipid	Monoacylglycerol	2869	NAMED	QHZLMUACJMDIAE-UHFFFAOYSA-N	O=C(CCCCCCCCCCCCCCC)OCC(O)CO	1-palmitoylglycerol (16:0)	1-palmitoylglycerol (16:0)	542-44-9	14201	HMDB0011564		14900	Neg
100000841	209	20694	143843	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4376	NAMED	MUBZPKHOEPUJKR-UHFFFAOYSA-N	O=C(O)C(O)=O	oxalate (ethanedioate)	oxalate (ethanedioate)	144-62-7	946	HMDB0002329	C00209	971	Neg
100000846	305	20699	146508	Xenobiotics	Food Component/Plant	4916	NAMED	UNXHWFMMPAWVPI-UHFFFAOYSA-N	OCC(O)C(CO)O	erythritol	erythritol	149-32-6	13835932	HMDB0002994	C00503	222285	Polar
100000936	305	44526	147248	Amino Acid	Leucine, Isoleucine and Valine Metabolism	428	NAMED	QHKABHOOEWYVLI-UHFFFAOYSA-N	OC(C(C(C)C)=O)=O	3-methyl-2-oxobutyrate	3-methyl-2-oxobutyrate	3715-29-5	48	HMDB0000019	C00141	49	Polar
100000963	305	22138	147550	Amino Acid	Urea cycle; Arginine and Proline Metabolism	501	NAMED	XIGSAGMEBXLVJJ-YFKPBYRVSA-N	N[C@H](C(O)=O)CCCCNC(N)=O	homocitrulline	homocitrulline	1190-49-4	58582	HMDB0000679	C02427	65072	Polar
100001006	400	27710	155837	Amino Acid	Glycine, Serine and Threonine Metabolism	2	NAMED	OKJIRPAQVSHGFK-UHFFFAOYSA-N	O=C(O)C(NC(C)=O)[H]	N-acetylglycine	N-acetylglycine	543-24-8	10507	HMDB0000532		10972	Pos Early
100001007	305	27731	147186	Carbohydrate	Pentose Metabolism	1279	NAMED	QXKAIJAYHKCRRA-BXXZVTAOSA-N	OC([C@H](O)[C@H](O)[C@H](O)CO)=O	ribonate	ribonate	5336-08-3	4574162	HMDB0000867	C01685	5460677	Polar
100001022	305	27738	146524	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4373	NAMED	JPIJQSOTBSSVTP-UHFFFAOYSA-N	O=C(O)C(O)([H])C([H])(O)CO	threonate	threonate	70753-61-6	133224	HMDB0062620,HMDB0000943	C01620	151152,5460407	Polar
100001092	400	32401	155930	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	4341	NAMED	WWNNZCOKKKDOPX-UHFFFAOYSA-N	C[N+]1=CC(C([O-])=O)=CC=C1	trigonelline (N'-methylnicotinate)	trigonelline (N'-methylnicotinate)	535-83-1	5369	HMDB0000875	C01004	5570	Pos Early
100001103	400	33487	156024	Amino Acid	Glutamate Metabolism	56	NAMED	ZGEYCCHDTIDZAE-UHFFFAOYSA-N	O=C(CCC(C(O)=O)N)OC	glutamate, gamma-methyl ester	glutamate, gamma-methyl ester	1499-55-4,1499-55-4	66546	HMDB0061715		68662	Pos Early
100001104	209	32390	125802	Amino Acid	Tyrosine Metabolism	168	NAMED	CAHKINHBCWCHCF-JTQLQIEISA-N	OC1=CC=C(C[C@@H](C(O)=O)NC(C)=O)C=C1	N-acetyltyrosine	N-acetyltyrosine	537-55-3	61606	HMDB0000866		68310	Neg
100001121	209	31555	124697	Cofactors and Vitamins	Vitamin B6 Metabolism	4471	NAMED	HXACOUQIXZGNBF-UHFFFAOYSA-N	OC1=C(C(O)=O)C(CO)=CN=C1C	pyridoxate	pyridoxate	82-82-6	6467	HMDB0000017	C00847	6723	Neg
100001126	400	43829	157051	Peptide	Gamma-glutamyl Amino Acid	662	NAMED	AQAKHZVPOOGUCK-XPUUQOCRSA-N	O=C(N[C@H]([C@@](O)=O)C(C)C)CC[C@@H]([C@](O)=O)N	gamma-glutamylvaline	gamma-glutamylvaline	2746-34-1		HMDB0011172		7015683	Pos Early
100001175	400	45434	164212	Xenobiotics	Chemical	6102	NAMED	YPFDHNVEDLHUCE-UHFFFAOYSA-N	OCCCO	1,3-propanediol	1,3-propanediol	504-63-2	13839553		C02457	10442	Pos Early
100001207	400	32349	155910	Amino Acid	Histidine Metabolism	99	NAMED	PRJKNHOMHKJCEJ-UHFFFAOYSA-N	O=C(O)CC1=CNC=N1	4-imidazoleacetate	4-imidazoleacetate	645-65-8	86856	HMDB0002024	C02835	96215	Pos Early
100001218	209	32435	144735	Xenobiotics	Food Component/Plant	4894	NAMED	KYQZWONCHDNPDP-QNDFHXLGSA-N	O[C@H]1[C@H](OC2=CC3=C(C(C(C4=CC=C(O)C=C4)=CO3)=O)C=C2)O[C@H](CO)[C@H]([C@@H]1O)O	daidzin (daidzein 7-O-glucoside)	daidzin	552-66-9	10164919	HMDB0033991	C10216	107971	Neg
100001253	305	33943	146952	Amino Acid	Glutamate Metabolism	50	NAMED	KSMRODHGGIIXDV-YFKPBYRVSA-N	OC([C@H](CCC(N)=O)NC(C)=O)=O	N-acetylglutamine	N-acetylglutamine	2490-97-3	158492	HMDB0006029	C02716	182230	Polar
100001256	209	33950	126109	Amino Acid	Phenylalanine Metabolism	144	NAMED	CBQJSKKFNMDLON-JTQLQIEISA-N	O=C(O)[C@@H](NC(C)=O)CC1=CC=CC=C1	N-acetylphenylalanine	N-acetylphenylalanine	2018-61-3	67404	HMDB0000512	C03519	74839	Neg
100001257	400	33942	156040	Amino Acid	Alanine and Aspartate Metabolism	42	NAMED	HXFOXFJUNFFYMO-BYPYZUCNSA-N	OC([C@@H](NC(C)=O)CC(N)=O)=O	N-acetylasparagine	N-acetylasparagine	4033-40-3	90090	HMDB0006028		99715	Pos Early
100001266	400	33953	156051	Amino Acid	Urea cycle; Arginine and Proline Metabolism	506	NAMED	SNEIUMQYRCDYCH-LURJTMIESA-N	O=C(O)[C@@H](NC(C)=O)CCCNC(N)=N	N-acetylarginine	N-acetylarginine	155-84-0	60752	HMDB0004620	C02562	67427	Pos Early
100001274	209	33939	126095	Amino Acid	Glycine, Serine and Threonine Metabolism	18	NAMED	PEDXUVCGOLSNLQ-UHFFFAOYSA-N	CC(O)C(C(O)=O)NC(C)=O	N-acetylthreonine	N-acetylthreonine	17093-74-2	3841173	HMDB0062557		152204	Neg
100001276	209	33967	126125	Amino Acid	Leucine, Isoleucine and Valine Metabolism	392	NAMED	JDTWZSUNGHMMJM-MSZQBOFLSA-N	CC(N[C@H](C(O)=O)C(C)CC)=O	N-acetylisoleucine	N-acetylisoleucine	3077-46-1	2081100	HMDB0061684		306109	Neg
100001279	209	34093	126896	Lipid	Secondary Bile Acid Metabolism	3544	NAMED	DKPMWHFRUGMUKF-OAEKOJLISA-N	C[C@]12CC[C@@H](O)C[C@@]1([H])[C@@H](O)[C@@H](O)C3C2CC[C@@]4(C)C3CCC4C(CCC(O)=O)C	hyocholate	hyocholate	547-75-1	21403098	HMDB0000760	C17649	92805	Neg
100001293	400	33946	156044	Amino Acid	Histidine Metabolism	75	NAMED	KBOJOGQFRVVWBH-ZETCQYMHSA-N	OC([C@@H](NC(C)=O)CC1=CNC=N1)=O	N-acetylhistidine	N-acetylhistidine	39145-52-3	68142	HMDB0032055	C02997	75619	Pos Early
100001296	400	34384	156088	Xenobiotics	Food Component/Plant	5085	NAMED	CMUNUTVVOOHQPW-LURJTMIESA-N	C[N+]1(C)[C@H]([C@@]([O-])=O)CCC1	stachydrine	stachydrine	4136-37-2	103115	HMDB0004827	C10172	115244	Pos Early
100001300	305	46537	146562	Amino Acid	Leucine, Isoleucine and Valine Metabolism	429	NAMED	NGEWQZIDQIYUNV-UHFFFAOYSA-N	OC(C(O)=O)C(C)C	alpha-hydroxyisovalerate	alpha-hydroxyisovalerate	600-37-3	90190	HMDB0000407		99823	Polar
100001313	400	44872	157084	Peptide	Gamma-glutamyl Amino Acid	657	NAMED	RQNSKRXMANOPQY-BQBZGAKWSA-N	O=C(O)[C@H](CCSC)NC(CC[C@@H](C(O)=O)N)=O	gamma-glutamylmethionine	gamma-glutamylmethionine	17663-87-5	5373147	HMDB0029155		7009567	Pos Early
100001315	209	36103	143727	Xenobiotics	Benzoate Metabolism	4573	NAMED	WGNAKZGUSRVWRH-UHFFFAOYSA-N	O=S(OC1=CC=C(C)C=C1)(O)=O	p-cresol sulfate	p-cresol sulfate	3233-57-7	3806480	HMDB0011635		4615423	Neg
100001320	305	42420	148204	Carbohydrate	Aminosugar Metabolism	1448	NAMED	JPIJQSOTBSSVTP-PWNYCUMCSA-N	OC[C@@H](O)[C@@H](O)C(O)=O	erythronate*	erythronate*	88759-55-1	2061231	HMDB0000613		2781043	Polar
100001437	400	35159	161190	Amino Acid	Glutathione Metabolism	581	NAMED	BNRXZEPOHPEEAS-UHFFFAOYSA-N	NC(C(O)=O)CCC(NC(CSSCC(N)C(O)=O)C(NCC(O)=O)=O)=O	cysteine-glutathione disulfide	cysteine-glutathione disulfide	13081-14-6	3455404	HMDB0000656	R00900	3080690	Pos Early
100001452	209	35107	126956	Amino Acid	Leucine, Isoleucine and Valine Metabolism	358	NAMED	ZRQXMKMBBMNNQC-UHFFFAOYSA-N	O=C(O)CNC(CC(C)C)=O	isovalerylglycine	isovalerylglycine	16284-60-9	475516	HMDB00678		546304	Neg
100001456	400	35114	156140	Nucleotide	Purine Metabolism, Guanine containing	4205	NAMED	FZWGECJQACGGTI-UHFFFAOYSA-N	O=C1C(N2C)=C(N=C2)N=C(N)N1	7-methylguanine	7-methylguanine	578-76-7	10883	HMDB0000897	C02242	135398679	Pos Early
100001485	400	34456	156123	Peptide	Gamma-glutamyl Amino Acid	653	NAMED	SNCKGJWJABDZHI-SIPWABPFSA-N	CCC(C)[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O	gamma-glutamylisoleucine*	gamma-glutamylisoleucine*		21403145	HMDB0011170		22885096	Pos Early
100001502	400	37092	156314	Peptide	Gamma-glutamyl Amino Acid	665	NAMED	FUZOZPRKGAXGOB-UHFFFAOYSA-N	O=C(O)C(CCC(NC(CC)C(O)=O)=O)N	gamma-glutamyl-2-aminobutyrate	gamma-glutamyl-2-aminobutyrate	16869-42-4	21403151				Pos Early
100001540	400	46225	157124	Partially Characterized Molecules	Partially Characterized Molecules	6475	NAMED	NPWMTBZSRRLQNJ-UHFFFAOYSA-N	O=C(CCC1N)NC1=O	glutamine_degradant*	glutamine_degradant*	2353-44-8					Pos Early
100001541	209	36746	128281	Amino Acid	Leucine, Isoleucine and Valine Metabolism	400	NAMED	RILPIWOPNGRASR-UHFFFAOYSA-N	O=C(C(C(CC)C)O)O	2-hydroxy-3-methylvalerate	2-hydroxy-3-methylvalerate	488-15-3	144317	HMDB0000317		164623	Neg
100001577	209	48434	155079	Amino Acid	Urea cycle; Arginine and Proline Metabolism	511	NAMED	WMQMIOYQXNRROC-LURJTMIESA-N	OC([C@@H](NC(C)=O)CCCNC(N)=O)=O	N-acetylcitrulline	N-acetylcitrulline	33965-42-3	571213	HMDB0000856	C15532,C02851	656979	Neg
100001586	305	46957	148205	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4377	NAMED	RGHNJXZEOKUKBD-NRXMZTRTSA-N	OC([C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO)=O	gulonate*	gulonate*	20246-53-1	7969943	HMDB0003290	C00800	152304	Polar
100001590	209	35437	128229	Amino Acid	Leucine, Isoleucine and Valine Metabolism	432	NAMED	DCICDMMXFIELDF-UHFFFAOYSA-N	O=C(O)CNC(C(C)C)=O	isobutyrylglycine	isobutyrylglycine (C4)	15926-18-8	9030891	HMDB0000730		10855600	Neg
100001619	305	48857	160476	Lipid	Glycerolipid Metabolism	2865	NAMED	LLCSXHMJULHSJN-UHFFFAOYSA-N	OC(CO)COP(O)(OCC(CO)O)=O	glycerophosphoglycerol	glycerophosphoglycerol		388990	HMDB0240316	C03274	54575349	Polar
100001620	305	37455	146982	Lipid	Phospholipid Metabolism	2257	NAMED	JZNWSCPGTDBMEW-UHFFFAOYSA-N	O=P(OCCN)(O)OCC(CO)O	glycerophosphoethanolamine	glycerophosphoethanolamine	33049-08-0	110410	HMDB0000114	C01233	123874	Polar
100001621	305	47155	148603	Lipid	Phospholipid Metabolism	2259	NAMED	BMVUIWJCUQSHLZ-GFSNQTMESA-N	[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(CO)O)=O)([C@]1(O)[H])[H])O	glycerophosphoinositol*	glycerophosphoinositol*	16824-65-0				167572	Polar
