LDM4_Mean	LR17938_Mean	LR6475_Mean	LR6475_LDM4	LR17938_LDM4	LR17938_LR6475	LR6475_LDM4_pval	LR6475_LDM4_qval	LR17938_LDM4_pval	LR17938_LDM4_qval	LR17938_LR6475_pval	LR17938_LR6475_qval	SuperPathway	SubPathway	ChemicalID	CAS	BiochemicalName
1.286302008	0.870639851	1.242911326	0.966267112	0.676854927	0.700484285	0.796046941	0.832770952	0.128712625	0.175924631	0.284805159	0.355891049	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2051	498-21-5	methylsuccinate
0.756160345	0.866287168	1.379282514	1.824060894	1.145639511	0.628070869	0.000178151	0.000660356	0.008783871	0.01701599	0.002066445	0.005172822	Lipid	Carnitine Metabolism	100000007	461-05-2	carnitine
0.651216692	0.845366953	1.572996092	2.415472625	1.298134651	0.5374247	8.59E-05	0.000350236	0.00440888	0.009442351	0.002760517	0.006569008	Xenobiotics	Benzoate Metabolism	100000014	495-69-2	hippurate
0.836651684	1.088763482	1.138496032	1.360776597	1.301334238	0.956317327	0.282633734	0.353750988	0.359533064	0.427777766	0.857675617	0.877013131	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	100000039	3226-65-1	methionine sulfoxide
0.802412963	1.139422646	1.117446547	1.392607794	1.419995311	1.019666354	0.201633212	0.262600011	0.232405445	0.298144091	0.982195432	0.987317702	Amino Acid	Lysine Metabolism	100000054	13204-98-3	5-hydroxylysine
0.243900175	0.563138244	1.65131399	6.770450207	2.308888235	0.341024328	5.31E-07	3.90E-06	0.049702607	0.076184314	0.003569538	0.007796357	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	100000093	70195-25-4	2-phosphoglycerate
0.65351977	1.289056823	1.619162321	2.477602661	1.972483286	0.796125754	0.007575853	0.015024256	0.032002999	0.052387075	0.339446732	0.410669695	Amino Acid	Guanidino and Acetamido Metabolism	100000096	463-003;463-00-3	4-guanidinobutanoate
0.753245619	0.973689383	0.753245619	1	1.29265854	1.29265854	0.340893132	0.410669695	0.013975631	0.025234688	0.013975631	0.025234688	Xenobiotics	Bacterial/Fungal	100000115	1476-39-7;2577-62-0	diaminopimelate
3.6344345	0.60587123	2.348908939	0.646292825	0.166703026	0.2579373	0.279483977	0.350377474	0.003562539	0.007796357	0.05348398	0.081014045	Carbohydrate	Aminosugar Metabolism	100000257	207300-70-7	glucuronate
0.684123837	0.941527679	1.070355903	1.564564549	1.376253286	0.879639825	0.001128756	0.003181086	0.014365229	0.025817229	0.360911247	0.428755889	Lipid	Glycerolipid Metabolism	100000258	29849-82-9	glycerol 3-phosphate
0.685654463	0.84889077	1.297029846	1.89166689	1.238073717	0.654488231	3.95E-05	0.000174862	0.003742888	0.008106086	0.002786253	0.006609849	Amino Acid	Histidine Metabolism	100000263	14403-45-3	imidazole lactate
0.765440522	1.065345619	1.158274369	1.513212765	1.391807186	0.919769657	0.04310856	0.067691852	0.062937857	0.093677776	0.596018574	0.660244714	Amino Acid	Tryptophan Metabolism	100000265	2922-83-0	kynurenine
0.746586499	0.837308499	1.68959137	2.263088566	1.121515725	0.495568641	0.000483994	0.001581183	0.01622723	0.028370055	0.001850394	0.004708429	Lipid	Phospholipid Metabolism	100000269	28319-77-9	glycerophosphorylcholine (GPC)
0.982287374	0.981288637	1.024233809	1.042702814	0.998983254	0.958070929	0.171195079	0.228358834	0.912643638	0.925852954	0.368163258	0.435358699	Amino Acid	Glycine, Serine and Threonine Metabolism	100000272	28954-12-3	allo-threonine
0.003136337	1.56088392	0.992423147	316.4274442	497.6773377	1.572800801	1.13E-14	1.09E-12	7.27E-12	2.00E-10	0.044313764	0.069302053	Amino Acid	Glutamate Metabolism	100000282	8/3/17	N-acetylglutamate
0.184726653	2.076974588	0.244615229	1.324201054	11.24350251	8.490782029	0.046253494	0.071753408	1.39E-11	3.25E-10	1.45E-08	1.51E-07	Carbohydrate	Pentose Metabolism	100000406	488-81-3	ribitol
0.646091101	0.88680144	1.826715001	2.82733348	1.372564084	0.485462395	0.000327445	0.001141545	0.057569995	0.086692317	0.010675913	0.020223903	Xenobiotics	Food Component/Plant	100000442	77-95-2	quinate
0.49686821	0.598157668	1.691431306	3.404184998	1.203855783	0.353639941	1.30E-08	1.37E-07	0.016286956	0.028410053	7.23E-07	5.16E-06	Amino Acid	Tryptophan Metabolism	100000463	832-97-3	indolelactate
0.44316344	0.71352101	1.490730613	3.363839338	1.610062893	0.478638464	5.40E-07	3.93E-06	0.00458966	0.009802293	0.000914083	0.002710608	Peptide	Dipeptide	100000487	1963-21-9	glycylvaline
0.775617153	0.837610082	1.353823545	1.745479118	1.079927228	0.618699598	0.00023651	0.000848137	0.011712108	0.021917561	0.000931325	0.002740655	Peptide	Gamma-glutamyl Amino Acid	100000491	7432-24-8	gamma-glutamylphenylalanine
0.598016456	2.307386496	0.935502903	1.564343077	3.858399671	2.466466421	0.002537108	0.006112845	7.96E-07	5.63E-06	4.35E-05	0.000188399	Amino Acid	Leucine, Isoleucine and Valine Metabolism	100000551	816-66-0	4-methyl-2-oxopentanoate
0.783897655	0.927206077	1.182711378	1.508757387	1.182815219	0.78396648	0.000198997	0.000727141	0.001271964	0.003465314	0.014439274	0.025889954	Amino Acid	Leucine, Isoleucine and Valine Metabolism	100000706	10303-64-7	alpha-hydroxyisocaproate
0.696381439	0.88569707	1.565051647	2.247405745	1.271856227	0.565921944	0.002323127	0.005704238	0.003379033	0.007464856	0.02561242	0.042742805	Amino Acid	Guanidino and Acetamido Metabolism	100000715	22661-87-6	1-methylguanidine
0.438576645	0.970981665	0.89042117	2.030252134	2.213938376	1.090474596	0.00792411	0.015506316	0.028872754	0.047464591	0.954854123	0.964865699	Nucleotide	Pyrimidine Metabolism, Cytidine containing	100000763	2140-61-6	5-methylcytidine
0.817036851	0.905448346	1.317684916	1.61276069	1.108209923	0.687150877	0.000210778	0.000762957	0.001505861	0.003962521	0.001719703	0.004449299	Amino Acid	Phenylalanine Metabolism	100000774	828-01-3	phenyllactate (PLA)
0.52731833	1.271446114	1.263978002	2.396992348	2.411154784	1.005908419	6.69E-07	4.82E-06	0.000884419	0.002642972	0.682394246	0.737635801	Amino Acid	Alanine and Aspartate Metabolism	100000787	997-55-7;997-55-7	N-acetylaspartate (NAA)
0.543099757	0.574516933	1.676160224	3.086284247	1.057847893	0.342757766	0.000490154	0.001594551	0.162077117	0.216570983	0.000809469	0.002447454	Xenobiotics	Food Component/Plant	100000799	486-84-0	harmane
0.299090656	0.900041322	1.183961251	3.958536406	3.009259245	0.760194914	4.79E-07	3.55E-06	0.00644456	0.013356793	0.190910319	0.252447534	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Short Chain)	100000802	5080-50-2	acetylcarnitine (C2)
0.790212251	1.127249843	1.165145344	1.474471374	1.42651527	0.967475731	0.00515078	0.010880141	0.007580331	0.015024256	0.723325145	0.77348639	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	100000808	1637-71-4	cysteine s-sulfate
0.793866566	0.793866566	1.124742198	1.416789982	1	0.705820914	0.08095138	0.117098525	0.340893132	0.410669695	0.08095138	0.117098525	Lipid	Monoacylglycerol	100000827	542-44-9	1-palmitoylglycerol (16:0)
0.916008508	1.005178646	1.059829374	1.15700822	1.097346408	0.948434409	0.013171442	0.024198676	0.088646404	0.127274445	0.362100925	0.429507404	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	100000841	144-62-7	oxalate (ethanedioate)
0.643834589	0.916952444	1.166542389	1.811866601	1.424205005	0.78604297	0.00145085	0.003830841	0.010450705	0.019846044	0.19943189	0.260613537	Xenobiotics	Food Component/Plant	100000846	149-32-6	erythritol
0.809877616	1.043532187	0.935445334	1.1550453	1.288506023	1.115545878	0.411197885	0.47674221	0.03654392	0.058821216	0.31254567	0.386794079	Amino Acid	Leucine, Isoleucine and Valine Metabolism	100000936	3715-29-5	3-methyl-2-oxobutyrate
0.874788315	1.014793708	1.060676228	1.212494737	1.160044882	0.956742199	0.096219924	0.136120297	0.08973458	0.128597326	0.713921281	0.764490706	Amino Acid	Urea cycle; Arginine and Proline Metabolism	100000963	1190-49-4	homocitrulline
0.55320421	0.590917931	1.540215398	2.784171503	1.068173234	0.38365928	1.99E-10	3.27E-09	0.019079796	0.032617566	1.56E-09	1.98E-08	Amino Acid	Glycine, Serine and Threonine Metabolism	100001006	543-24-8	N-acetylglycine
0.862676111	1.1876308	1.043194242	1.209253658	1.376682147	1.138456054	0.611667973	0.672747514	0.121547362	0.167046375	0.49216244	0.558025355	Carbohydrate	Pentose Metabolism	100001007	8/3/36	ribonate
1.150963308	1.044613456	1.048613415	0.911074582	0.907599268	0.996185478	0.357151206	0.426259411	0.393070326	0.457790364	0.8274622	0.859802366	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	100001022	70753-61-6	threonate
0.828147457	0.894539418	1.787877801	2.158888234	1.080169251	0.500335883	0.001288266	0.003485098	0.01539843	0.027298736	0.00297665	0.006810082	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	100001092	535-83-1	trigonelline (N'-methylnicotinate)
2.463364933	0.80342084	0.661038367	0.268347722	0.326147713	1.215392147	0.000328694	0.001141545	0.000100743	0.00040245	0.397904545	0.462721575	Amino Acid	Glutamate Metabolism	100001103	1499-55-4;1499-55-4	glutamate, gamma-methyl ester
0.5859074	1.84156266	1.44175381	2.460719576	3.143095068	1.277307296	0.015437418	0.027298736	0.006037406	0.012614742	0.383903682	0.449149831	Amino Acid	Tyrosine Metabolism	100001104	537-55-3	N-acetyltyrosine
0.433261014	0.675319531	1.643256407	3.792763146	1.558689817	0.410964186	0.004750754	0.01011832	0.064174953	0.095335046	0.058907872	0.088361808	Cofactors and Vitamins	Vitamin B6 Metabolism	100001121	82-82-6	pyridoxate
1.004484697	1.012423797	1.003871807	0.999389846	1.007903654	1.008519006	0.998469537	0.998469537	0.848683727	0.872446871	0.834216658	0.863355967	Peptide	Gamma-glutamyl Amino Acid	100001126	2746-34-1	gamma-glutamylvaline
0.070215786	1.01246296	4.628661627	65.92052676	14.4193067	0.218737735	7.64E-10	1.09E-08	4.62E-09	5.48E-08	3.32E-06	1.94E-05	Xenobiotics	Chemical	100001175	504-63-2	1,3-propanediol
0.947574098	1.254115716	0.980415835	1.034658754	1.323501475	1.279167137	0.640443024	0.700399392	0.344003441	0.413125627	0.537792093	0.601796377	Amino Acid	Histidine Metabolism	100001207	645-65-8	4-imidazoleacetate
0.767861285	0.773036998	1.208715109	1.574132115	1.006740427	0.639552689	0.006088493	0.012687103	0.340893132	0.410669695	0.006734154	0.013699294	Xenobiotics	Food Component/Plant	100001218	552-66-9	daidzin (daidzein 7-O-glucoside)
0.724450794	0.923028609	0.980384056	1.353279014	1.274108079	0.941496961	0.001121686	0.003179484	0.006539312	0.013444826	0.525529792	0.590646457	Amino Acid	Glutamate Metabolism	100001253	2490-97-3	N-acetylglutamine
0.036543072	0.999032785	1.163692567	31.8444102	27.33850049	0.858502334	4.60E-10	7.09E-09	5.27E-10	7.81E-09	0.020340341	0.034542738	Amino Acid	Phenylalanine Metabolism	100001256	2018-61-3	N-acetylphenylalanine
0.625826935	0.797274509	1.200380419	1.918070879	1.273953651	0.664184867	3.48E-08	3.20E-07	0.009971445	0.019124339	0.000568825	0.00178278	Amino Acid	Alanine and Aspartate Metabolism	100001257	4033-40-3	N-acetylasparagine
0.830850317	0.940977523	1.456368695	1.752865306	1.132547588	0.64611216	0.012623809	0.023284586	0.023739053	0.039962466	0.051221072	0.078356045	Amino Acid	Urea cycle; Arginine and Proline Metabolism	100001266	155-84-0	N-acetylarginine
0.005080138	1.194142526	0.984804302	193.8538493	235.061042	1.212568349	3.02E-12	9.32E-11	1.57E-12	5.50E-11	0.001612611	0.004214656	Amino Acid	Glycine, Serine and Threonine Metabolism	100001274	17093-74-2	N-acetylthreonine
0.754402216	0.973531234	1.012462478	1.342072513	1.290467093	0.961547964	0.009589392	0.018529878	3.64E-07	2.78E-06	0.809319471	0.844364428	Amino Acid	Leucine, Isoleucine and Valine Metabolism	100001276	3077-46-1	N-acetylisoleucine
0.594960955	0.700443831	1.863542014	3.132208927	1.177293779	0.375866938	2.69E-05	0.000125506	0.041334779	0.06557431	0.000192203	0.000705659	Lipid	Secondary Bile Acid Metabolism	100001279	547-75-1	hyocholate
0.57489844	0.718037409	1.294359506	2.251457678	1.248981314	0.554743412	2.92E-06	1.72E-05	0.013276316	0.024198676	0.000348023	0.001192559	Amino Acid	Histidine Metabolism	100001293	39145-52-3	N-acetylhistidine
0.735862695	1.176731933	1.265979199	1.720401385	1.599118887	0.929503371	0.012417037	0.022958118	0.058802474	0.088361808	0.676063499	0.732085615	Xenobiotics	Food Component/Plant	100001296	4136-37-2	stachydrine
0.135457764	2.741465172	1.07165004	7.911322364	20.23852369	2.558172043	1.59E-08	1.63E-07	3.02E-11	6.47E-10	1.47E-06	9.61E-06	Amino Acid	Leucine, Isoleucine and Valine Metabolism	100001300	600-37-3	alpha-hydroxyisovalerate
0.570682301	0.949722409	1.491091207	2.612821886	1.664187599	0.636931131	6.96E-06	3.73E-05	0.001925716	0.00488397	0.000135649	0.000528208	Peptide	Gamma-glutamyl Amino Acid	100001313	17663-87-5	gamma-glutamylmethionine
0.715115105	0.845658045	1.478219775	2.06710747	1.182548152	0.572078699	3.36E-05	0.000150429	0.00284422	0.006665329	0.000530545	0.001697304	Xenobiotics	Benzoate Metabolism	100001315	3233-57-7	p-cresol sulfate
0.917885979	1.230223795	1.039019946	1.131970604	1.340279537	1.184023271	0.532757039	0.5970286	0.208068645	0.269615001	0.470284628	0.537169553	Carbohydrate	Aminosugar Metabolism	100001320	88759-55-1	erythronate*
0.456053377	0.655097137	1.715585616	3.761808818	1.436448385	0.381850449	2.90E-06	1.72E-05	0.002157024	0.005347477	0.000170319	0.000634378	Amino Acid	Glutathione Metabolism	100001437	13081-14-6	cysteine-glutathione disulfide
0.535415742	1.195487351	1.2969922	2.422402068	2.2328207	0.921738273	5.06E-05	0.000216883	0.000267182	0.000940627	0.489910701	0.556290354	Amino Acid	Leucine, Isoleucine and Valine Metabolism	100001452	16284-60-9	isovalerylglycine
0.377474722	0.990997972	1.251884504	3.316472417	2.625335986	0.791604951	2.60E-07	2.07E-06	1.04E-07	9.04E-07	0.042854092	0.067523568	Nucleotide	Purine Metabolism, Guanine containing	100001456	578-76-7	7-methylguanine
0.529874571	4.871293414	1.036128803	1.955422775	9.193295325	4.701436151	2.07E-05	9.86E-05	2.77E-11	6.09E-10	2.81E-08	2.68E-07	Peptide	Gamma-glutamyl Amino Acid	100001485		gamma-glutamylisoleucine*
0.531259973	0.797167498	1.588034018	2.989184391	1.500522416	0.501983892	0.007113569	0.014276262	0.037815766	0.060615293	0.103925307	0.144894053	Peptide	Gamma-glutamyl Amino Acid	100001502	16869-42-4	gamma-glutamyl-2-aminobutyrate
0.102387297	0.904885608	1.646927954	16.0852762	8.837869859	0.54943849	1.13E-09	1.53E-08	5.62E-13	2.41E-11	0.001795721	0.004615003	Partially Characterized Molecules	Partially Characterized Molecules	100001540	2353-44-8	glutamine_degradant*
0.238153963	1.563052707	0.381062688	1.600068642	6.56320259	4.101825646	0.003049355	0.006874422	1.90E-15	3.66E-13	2.00E-07	1.62E-06	Amino Acid	Leucine, Isoleucine and Valine Metabolism	100001541	488-15-3	2-hydroxy-3-methylvalerate
0.482738367	0.603981302	1.380435384	2.859593268	1.251156617	0.437529571	2.06E-10	3.31E-09	0.002878956	0.006710792	2.84E-07	2.21E-06	Amino Acid	Urea cycle; Arginine and Proline Metabolism	100001577	33965-42-3	N-acetylcitrulline
1.250516053	2.318065536	1.418385575	1.134240198	1.853687148	1.634298583	0.765290766	0.80827285	0.571264678	0.637402412	0.752341128	0.795685885	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	100001586	20246-53-1	gulonate*
0.451260084	0.858894541	1.083842824	2.401814082	1.903324872	0.79245304	0.011506897	0.021585931	0.0370443	0.059502407	0.477624022	0.544745741	Amino Acid	Leucine, Isoleucine and Valine Metabolism	100001590	15926-18-8	isobutyrylglycine
0.377947954	0.614677802	1.594403337	4.218579093	1.626355682	0.38552215	3.51E-06	2.02E-05	0.013615259	0.024699681	0.001063314	0.003047639	Lipid	Glycerolipid Metabolism	100001619		glycerophosphoglycerol
0.452832827	0.622011222	1.472826348	3.252472572	1.373600114	0.422324888	2.89E-06	1.72E-05	0.039412435	0.062913018	0.000471802	0.001547914	Lipid	Phospholipid Metabolism	100001620	33049-08-0	glycerophosphoethanolamine
0.221219658	0.426691774	1.932050565	8.733629655	1.928814905	0.220849175	1.33E-07	1.12E-06	0.029627368	0.04860149	0.000148501	0.000564011	Lipid	Phospholipid Metabolism	100001621	16824-65-0	glycerophosphoinositol*
0.911379088	0.937953518	1.059059758	1.162040881	1.029158481	0.885647397	0.15573624	0.209917205	0.818321726	0.852602771	0.265385415	0.335297262	Xenobiotics	Food Component/Plant	100001630	108-01-0	2-dimethylaminoethanol
0.803892158	0.860840146	1.430013033	1.778861777	1.070840333	0.60198063	0.017502336	0.030121208	0.483480476	0.550610704	0.026354735	0.043792028	Xenobiotics	Chemical	100001635	96702-03-3	ectoine
1.099699865	0.985666779	0.987636681	0.898096574	0.896305266	0.998005439	0.692222231	0.745395726	0.683102415	0.737635801	0.990670739	0.994540547	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	100001645	6232-19-5	cyano-alanine
0.45950429	0.608039272	1.238935586	2.696243785	1.32325048	0.490775533	9.72E-07	6.69E-06	0.056476839	0.085212608	0.000574897	0.001794517	Lipid	Carnitine Metabolism	100001662	6249-56-5	deoxycarnitine
0.430433838	1.005764843	1.201654637	2.791729022	2.336630521	0.836983283	0.001656958	0.004301397	0.002734573	0.006527416	0.276105047	0.346705197	Xenobiotics	Food Component/Plant	100001675	501-98-4	4-hydroxycinnamate
0.637443696	0.685014614	1.355024263	2.125716001	1.07462764	0.505536788	0.000528732	0.001697304	0.072853493	0.106990558	0.001369397	0.003667524	Nucleotide	Purine Metabolism, Adenine containing	100001694	130-49-4	adenosine 2'-monophosphate (2'-AMP)
0.943492897	1.070800519	1.059672665	1.123137936	1.134932252	1.010501218	0.26571547	0.335297262	0.364450554	0.431630379	0.997080025	0.998374934	Lipid	Fatty Acid, Dihydroxy	100001730	51267-44-8	3,4-dihydroxybutyrate
0.779680765	1.014141233	1.065866385	1.367054868	1.300713418	0.95147126	1.43E-06	9.40E-06	4.93E-06	2.71E-05	0.196111235	0.257583922	Amino Acid	Lysine Metabolism	100001734	692-04-6	N6-acetyllysine
0.039853788	1.051371711	1.103699088	27.69370623	26.38072244	0.952589091	8.70E-12	2.24E-10	3.79E-12	1.12E-10	0.624891145	0.685335807	Carbohydrate	Fructose, Mannose and Galactose Metabolism	100001740		mannitol/sorbitol
0.515314761	0.935980068	1.089964599	2.115143369	1.816326912	0.858725199	0.005150114	0.010880141	1.84E-05	8.87E-05	0.694592439	0.74690484	Xenobiotics	Food Component/Plant	100001767	74509-14-1	pyrraline
0.702226446	0.788234734	1.582041589	2.252893776	1.12247942	0.498238946	0.001806389	0.004626996	0.150150556	0.202742695	0.007128873	0.014276262	Amino Acid	Urea cycle; Arginine and Proline Metabolism	100001810	102783-24-4	dimethylarginine (SDMA + ADMA)
0.006706674	1.09926177	0.999025975	148.9599627	163.9056405	1.100333522	2.86E-15	3.91E-13	3.04E-15	3.91E-13	0.078036921	0.11373623	Amino Acid	Glycine, Serine and Threonine Metabolism	100001851	97-14-3	N-acetylserine
0.698010415	0.878189856	1.681359213	2.408788145	1.258132883	0.52230948	0.000207924	0.000756175	0.001181314	0.00329904	0.002938751	0.006770933	Peptide	Dipeptide	100001925	2873-36-1	cyclo(leu-pro)
0.815653759	0.907527814	1.457581125	1.787009634	1.112638548	0.622625937	0.010820333	0.020447247	0.023132064	0.039025868	0.035817783	0.057894153	Peptide	Dipeptide	100001927	3705-26-8	cyclo(phe-pro)
0.415618229	1.038241899	1.624237433	3.908003354	2.498066316	0.639218058	0.000429427	0.001433283	0.007440397	0.014823116	0.036237724	0.058450388	Lipid	Fatty Acid, Dicarboxylate	100002070	40951-21-1	2-hydroxyglutarate
0.610245034	1.155850593	1.075064713	1.761693506	1.894076199	1.075145133	0.009676132	0.018650744	0.009795164	0.018833096	0.655032525	0.711309967	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	100002113	207121-48-0	cysteine sulfinic acid
0.630132487	0.630132487	1.004722938	1.594463002	1	0.627170401	0.010368174	0.019737931	0.340893132	0.410669695	0.010368174	0.019737931	Amino Acid	Polyamine Metabolism	100002132	61345-83-3	N1,N12-diacetylspermine
0.6533757	0.761613936	1.279876202	1.958867158	1.165660025	0.595068441	0.00644816	0.013356793	0.075151781	0.110155937	0.035401639	0.057424657	Amino Acid	Tryptophan Metabolism	100002185	771-50-6	indole-3-carboxylate
0.078257498	0.969602349	1.958430551	25.02546861	12.38989718	0.495091516	1.38E-09	1.78E-08	8.57E-11	1.61E-09	0.00060918	0.001893743	Lipid	Fatty Acid, Dihydroxy	100002284	5057-93-2	2S,3R-dihydroxybutyrate
0.959929359	1.058457177	1.128070328	1.175159732	1.102640696	0.938290061	0.000256826	0.000908315	0.095401887	0.135211131	0.243326585	0.310090574	Lipid	Fatty Acid, Dihydroxy	100002285	1518-62-3	2,4-dihydroxybutyrate
0.938358377	1.025223841	1.168400225	1.245153508	1.092571736	0.877459469	0.514443237	0.580725821	0.781429729	0.820434686	0.704362351	0.755397062	Xenobiotics	Drug - Other	100002324	638-23-3	S-carboxymethyl-cysteine
0.34890588	1.074936569	1.45398395	4.167266977	3.080878345	0.739304288	1.23E-05	6.15E-05	2.47E-05	0.00011692	0.12771709	0.17490209	Lipid	Fatty Acid, Dihydroxy	100002367	759-06-8	2R,3R-dihydroxybutyrate
0.673749463	0.910759776	1.109320232	1.646487742	1.35177811	0.82100709	2.65E-05	0.000124388	0.019179514	0.032715499	0.097190195	0.136990201	Xenobiotics	Food Component/Plant	100002417	1756-18-9	2,3-dihydroxyisovalerate
1.05061978	0.959707871	0.803531299	0.764816458	0.913468306	1.194362773	0.040916402	0.065044425	0.42084519	0.485617902	0.338801982	0.410669695	Amino Acid	Glutathione Metabolism	100002466	70555-24-7	cysteinylglycine disulfide*
0.589359514	0.900015538	1.105551117	1.875851822	1.527107847	0.814087674	0.105334706	0.146329835	0.187102299	0.247862325	0.643680049	0.702942377	Amino Acid	Histidine Metabolism	100002500	816-90-0	formiminoglutamate
0.967664587	1.019633239	1.022110043	1.056264802	1.053705233	0.997576773	0.027272714	0.045122881	0.042913811	0.067523568	0.925224123	0.936151967	Xenobiotics	Chemical	100002528	14808-79-8	sulfate*
0.93824177	1.392291058	0.970764183	1.034663148	1.48393634	1.434221701	0.869956908	0.888393081	0.024559843	0.041254115	0.099172113	0.138768965	Amino Acid	Glutamate Metabolism	100002544	2485-33-8	4-hydroxyglutamate
0.565403108	0.814305937	1.647451654	2.913764764	1.440221897	0.494282145	1.74E-05	8.57E-05	0.000850786	0.002552358	0.001389157	0.00369324	Nucleotide	Purine Metabolism, Guanine containing	100002733		guanosine 2'-monophosphate (2'-GMP)*
0.698816196	0.85061406	1.466602387	2.098695474	1.217221446	0.579989551	6.29E-05	0.000262189	0.002941975	0.006770933	0.001374727	0.003667524	Peptide	Dipeptide	100002745	53109-32-3	cyclo(his-pro)
1.059138256	0.865315628	0.906248171	0.855646716	0.816999691	0.954832965	0.117549785	0.161840864	0.061540433	0.092037258	0.730370693	0.778557875	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	100002772	360-97-4	5-aminoimidazole-4-carboxamide
0.881944468	1.206424991	0.750095037	0.850501437	1.367914913	1.608362848	0.508074531	0.574377512	0.051898038	0.07923443	0.00233507	0.005715361	Amino Acid	Urea cycle; Arginine and Proline Metabolism	100002784	10/4/15	2-oxoarginine*
0.72184809	0.95942813	0.966282721	1.338623368	1.329127476	0.992906226	0.104123956	0.144908972	0.090291238	0.129155	0.993501407	0.996085286	Lipid	Phospholipid Metabolism	100003397	1184-78-7	trimethylamine N-oxide
0.545228947	0.97063928	2.140108081	3.925154913	1.780241649	0.453546851	1.63E-06	1.05E-05	0.001279652	0.003473984	3.93E-07	2.97E-06	Amino Acid	Lysine Metabolism	100003415	1188-07-4	N6-methyllysine
3.011274153	0.66395556	1.931062663	0.6412776	0.220489908	0.343829112	0.092183823	0.131132338	0.003452399	0.007605141	0.108451132	0.15038817	Amino Acid	Histidine Metabolism	100003434	1074-59-5	imidazole propionate
0.901251249	1.36165638	1.089090281	1.208420274	1.510851033	1.250269517	0.465213146	0.532165186	0.349178294	0.418037988	0.735783782	0.782074529	Xenobiotics	Food Component/Plant	100003695	642-99-9	mannonate*
0.34082119	1.098641808	0.398990356	1.170673559	3.223513791	2.753554794	0.212035296	0.274293982	4.96E-11	9.80E-10	1.94E-06	1.20E-05	Nucleotide	Purine Metabolism, Adenine containing	100004047	2140-79-6	2'-O-methyladenosine
1.09152339	1.237270098	0.882264922	0.808287692	1.133525959	1.402379339	0.229877174	0.295392168	0.368885142	0.435544325	0.016937642	0.029345892	Amino Acid	Tyrosine Metabolism	100004290	2370-61-8	o-tyrosine
0.610823404	0.839393897	1.569805248	2.569982155	1.374200614	0.534712123	1.00E-05	5.19E-05	0.00155014	0.004065164	0.00102594	0.002956508	Xenobiotics	Food Component/Plant	100004321		2,8-quinolinediol sulfate
0.271226926	4.239260677	1.021002664	3.764385342	15.62994037	4.152056431	1.69E-08	1.70E-07	1.12E-11	2.79E-10	8.70E-10	1.22E-08	Amino Acid	Urea cycle; Arginine and Proline Metabolism	100004523		N-delta-acetylornithine
0.591657876	0.737267626	1.752603415	2.962190626	1.246104641	0.42066997	0.000421003	0.001416244	0.047427644	0.073279987	0.003798432	0.008203335	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	100004635	820-10-0	methionine sulfone
0.536998976	1.168562133	0.977176757	1.819699478	2.176097507	1.195855433	0.000143953	0.000552179	2.21E-08	2.13E-07	0.0706763	0.103991273	Amino Acid	Lysine Metabolism	100005373	21291-40-7	fructosyllysine
0.415557716	5.172973983	1.115080655	2.683335222	12.44826841	4.639102974	3.31E-05	0.000149383	4.07E-09	4.90E-08	3.41E-06	1.98E-05	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	100005463	108646-71-5	N-acetylmethionine sulfoxide
0.425127176	1.040088524	1.192709713	2.805536275	2.44653502	0.872038277	0.00014295	0.000551073	0.000339473	0.001168455	0.097755539	0.137504774	Amino Acid	Tyrosine Metabolism	100006056	13200-85-6	N-formylphenylalanine
0.876002346	1.140353662	1.161992593	1.326472011	1.301770101	0.981377738	0.012091166	0.022517605	0.313330942	0.387144482	0.606412419	0.669644264	Carbohydrate	Pentose Metabolism	100006115		arabonate/xylonate
0.494766244	0.494766244	0.948652038	1.917374215	1	0.521546599	0.006894888	0.013916123	0.340893132	0.410669695	0.006894888	0.013916123	Amino Acid	Histidine Metabolism	100006123	673-49-4	N-acetylhistamine
1.053081926	0.868142697	0.869996818	0.826143528	0.824382867	0.997868818	0.191218365	0.252447534	0.076596835	0.112061024	0.841772862	0.868817773	Amino Acid	Tyrosine Metabolism	100006361		dopamine 3-O-sulfate
0.591281328	0.926717601	1.052887966	1.780688676	1.567304018	0.880167341	0.02212574	0.037409969	0.003045806	0.006874422	0.736428156	0.782074529	Amino Acid	Alanine and Aspartate Metabolism	100006369	77340-50-2	N-carbamoylalanine
0.081412744	1.19584652	0.915238103	11.24195136	14.6886896	1.306596083	1.32E-10	2.32E-09	1.24E-11	2.99E-10	0.046686056	0.072279015	Carbohydrate	Pentose Metabolism	100006430		arabitol/xylitol
