LDM4_Mean	LR17938_Mean	LR6475_Mean	LR6475_LDM4	LR17938_LDM4	LR17938_LR6475	LR6475_LDM4_pval	LR6475_LDM4_qval	LR17938_LDM4_pval	LR17938_LDM4_qval	LR17938_LR6475_pval	LR17938_LR6475_qval	ChemicalID	SuperPathway	SubPathway	ChemicalID	CAS	BiochemicalName	PlotOrder	Plot
0.958782617	1.081607132	0.911097325	0.950264751	1.128104654	1.187147742	0.373353965	0.439474667	0.028359258	0.04672006	0.019435752	0.033079393	1105	Cofactors and Vitamins	Tocopherol Metabolism	1105	59-02-9;10191-41-0	alpha-tocopherol	111	N
0.485842139	0.760814387	1.789787028	3.683885943	1.565970354	0.425086547	3.05E-05	0.000139316	0.002128703	0.00529429	0.002405549	0.005832321	1258	Amino Acid	Tryptophan Metabolism	1258	118-92-3	anthranilate	112	Y
0.49686821	0.598157668	1.691431306	3.404184998	1.203855783	0.353639941	1.30E-08	1.37E-07	0.016286956	0.028410053	7.23E-07	5.16E-06	100000463	Amino Acid	Tryptophan Metabolism	100000463	832-97-3	indolelactate	113	Y
0.015290177	1.016075345	2.801012103	183.1903023	66.45281874	0.362752929	3.26E-13	1.48E-11	3.46E-11	7.21E-10	4.73E-06	2.62E-05	240	Amino Acid	Tyrosine Metabolism	240	6482-98-0	3-(4-hydroxyphenyl)lactate	114	N
0.067104567	0.985781678	1.799685617	26.81912278	14.69023234	0.547752156	4.82E-10	7.28E-09	1.87E-10	3.13E-09	0.001354196	0.003650646	1133	Amino Acid	Tyrosine Metabolism	1133	60-19-5	tyramine	115	N
0.364687991	5.914335037	1.028414984	2.819985876	16.21752068	5.750922662	1.83E-05	8.87E-05	2.05E-09	2.55E-08	2.30E-07	1.85E-06	1141	Amino Acid	Tyrosine Metabolism	1141	156-39-8	4-hydroxyphenylpyruvate	116	N
1.495658646	0.9945104	0.012086253	0.00808089	0.664931402	82.28442548	2.83E-14	2.18E-12	2.02E-08	1.97E-07	9.69E-14	5.75E-12	231	Amino Acid	Urea cycle; Arginine and Proline Metabolism	231	1119-34-2	arginine	117	Y
0.001638691	1.521199952	0.99696741	608.3926877	928.3020873	1.525827161	8.39E-13	3.23E-11	7.41E-16	1.90E-13	0.005779305	0.012174438	391	Amino Acid	Urea cycle; Arginine and Proline Metabolism	391	372-75-8	citrulline	118	Y
0.004097658	1.057013034	3.791663598	925.3244532	257.9553756	0.278772894	2.46E-14	2.11E-12	7.69E-13	3.12E-11	7.77E-09	8.77E-08	444	Amino Acid	Urea cycle; Arginine and Proline Metabolism	444	3184-13-2	ornithine	119	Y
0.482738367	0.603981302	1.380435384	2.859593268	1.251156617	0.437529571	2.06E-10	3.31E-09	0.002878956	0.006710792	2.84E-07	2.21E-06	100001577	Amino Acid	Urea cycle; Arginine and Proline Metabolism	100001577	33965-42-3	N-acetylcitrulline	120	N
0.702226446	0.788234734	1.582041589	2.252893776	1.12247942	0.498238946	0.001806389	0.004626996	0.150150556	0.202742695	0.007128873	0.014276262	100001810	Amino Acid	Urea cycle; Arginine and Proline Metabolism	100001810	102783-24-4	dimethylarginine (SDMA + ADMA)	121	N
0.271226926	4.239260677	1.021002664	3.764385342	15.62994037	4.152056431	1.69E-08	1.70E-07	1.12E-11	2.79E-10	8.70E-10	1.22E-08	100004523	Amino Acid	Urea cycle; Arginine and Proline Metabolism	100004523		N-delta-acetylornithine	122	N
0.181319684	1.011271826	1.923699336	10.60943464	5.577286502	0.525691207	7.38E-09	8.49E-08	4.30E-08	3.90E-07	0.000224058	0.000807236	100020361	Amino Acid	Urea cycle; Arginine and Proline Metabolism	100020361	1892-22-4	3-amino-2-piperidone	123	N
0.709985667	0.851552406	1.378576787	1.941696646	1.199393799	0.617704007	0.000959874	0.002803269	0.015724756	0.027679879	0.012409761	0.022958118	568	Cofactors and Vitamins	Vitamin B6 Metabolism	568	58052-48-5	pyridoxamine	124	N
